,title,artist,lyrics
p. 161
on Mendip and Butleigh, near Glastonbury as never having passed to the third generation. So did Cromwell's generals and adherents transmit a troubled inheritance to their descendants. Fairfax House, Putney, had its haunted chamber which was never used.
It must be remembered that a solemn curse is not merely an expletive or an imprecatory exclamation, perhaps quite meaningless, but it is far more than this; it is significant and operative. The malediction is conceived as having a certain efficacious power, and it may be noted that this force if rightly launched does not seem to exhaust itself. No more terrible fate could be imagined than for a man to become a vampire, and this was the inevitable consequence if he were not cleared of a merited malison. The old proverb says:
Curses are like young chicken
And still come home to roost.
This adage is terribly exemplified in the vampire who is supposed when he returns from his grave first to attack those who on earth have been his nearest and dearest. Of all curses the parental malediction is most dreaded, and curiously enough in Macedonia, Mr. Abbott tells us that a godfather is regarded with even greater respect than the actual parents and his ""malediction is dreaded even more than that of a Bishop."" At the present day in Greece many of the usual imprecations definitely refer to the fact that the person so cursed will become a vampire after death. Such imprecations as the following are in common use. ""May the earth not receive him,"" (Νὰ μήν τον δεχτῃ᾽ ἡ γῆς) ""May the ground not consume him"" (Νὰ μήν τον φάλῃ τὸ χῶμα) ""May the earth not digest thee"" (Ἡ γῆ νὰ μή δε χυνέψῃ): ""May the black earth spew thee up"" (Ἡ μαύρη γῆ νά σ᾽ ἀναξεράσῃ) ""Mayest thou remain incorrupt,"" (Να μείνῃς ἄλωμτος); ""May the earth not loose thee"" which is to say may the body not decompose (Νὰ μή σε λυώσῃ ἡ γἠ); ""May the ground reject thee"" (Νά σε βλάλῃ τὸ χῶμα); ""Mayest thou a become in the grave like rigid wood"" (Κουτοῦκι νὰ βλῃ᾽ς); ""May the ground reject him wholly"" (Τὸ χῶμα ᾽ξεράς᾽ τόνε), which last phrase is the most terrible of all since it is nothing other than an unspeakably impious parody of the prayer which is uttered by the mourners at every Greek funeral Ὁθεὸς ᾽χωρές᾽ τόνε, ""May God forgive him.""
p. 162
Since even the curse uttered by a man in moments of anger and impatience may have such terrible effects, in Greece it is necessary that there should be some expedient which may dissipate and dispel the forces to which these words have given an impetus capable of producing the most serious and horrible results. Accordingly at a Greek death-bed there is carried out a certain ritual to attain this end. A vessel of water is brought to the bedside and he throws into it a handful of salt, and when this is dissolved the sick man sprinkles with the lymph all those who are present saying: ""As this salt dissolves so may my curses dissolve""; ὡς λυώνει τ᾽ἀλάτι, νὰ λυὡσουν ᾑ κατάραισ μου. This ceremony absolves all persons whom he may have cursed in his lifetime from the evil of a ban which after death he would no longer be able to revoke. The relations and friends then solemnly forgive the dying man for ought that he may have done against them and all present declare that they bear no grudge nor anger in their hearts. It is said that if the passage be a difficult one it is supposed that somebody whom the sick man has injured has not forgiven him. If it can be guessed who this may be, he is if possible, brought to the bed-side to declare his forgiveness of any injury he may have suffered. If, however, he be dead a portion of the cerements must be sought and burned to ashes in the bed-chamber of the dying person, who is fumigated with the smoke. These elaborate precautions and the extraordinary care which is taken, for it must often be a matter of very great difficulty either to secure the attendance of the living individual or to get hold of a portion of the necessary shroud, serve to show what immense importance the modern Greek attaches to the absolution from a curse, and what horror the thought of a vampire inspires.
It is obvious that those who die unbaptized or apostate will be liable to become vampires after death, and throughout the south of Europe there still persist large numbers of ceremonies and superstitions connected with a christening whose object it is to secure the child a long, happy and healthy life.
In England as in many other countries it is thought lucky to be born on one of the great church festivals, especially if it be a Sunday. In certain districts of Yorkshire even to-day it is commonly said that ""Sunday children are secure from
p. 163
the malice of evil spirits."" Again a child born on a Saturday, although he may have ""to work hard for his living"" is considered to enjoy occult powers, to have the faculty of second sight, to be able to see ghosts and phantoms, and indeed to be so attuned to the supernatural that he can never be harmed even by the vampire. It is very probable that as Saturday is the seventh day of the week those born upon this day are considered as akin to a seventh son, who was so popularly believed to possess extraordinary powers of healing and the like. The old English rhyme is well known, and perhaps the following is one of the most usual forms:
Monday's child is fair of face,
Tuesday's child is full of grace,
Wednesday's child is sour and grum,
Thursday's child has welcome home,
Friday's child is free in giving,
Saturday's child works hard for his living.
And the child that is born on Christmas Day
Is great, and good, and fair, and gay.
Although, as we have said, in England it is considered am omen of a happy life to be born upon some festival the exact opposite is the case in Slav countries. In Greece, particularly, nothing could be more disastrous, and of all seasons Christmas Day is the most unlucky. In many districts it is accounted a terrible thing for any child to be born at any time between Christmas and the Epiphany; such babies are called ἑορτοπιάσματα or ""feast-blasted,"" and after death they will assuredly become vampires. Even during life such a child is a Callicantzaros.
The Callicantzaros is one of the most extraordinary and most horrible of all the creatures of popular superstition. Leone Allacci says that they only appear and have power during the week from Christmas to New Year's Day, but other authorities extend this time until Twelfth Night. During the rest of the year it is vaguely supposed that they sojourn in some mysterious Hades or under-world. Local traditions differ as to whether they are actually demons or whether they are human. Allacci, who certainly inclines to the latter view, says that children born in the octave of Christmas are liable to be seized with a terrible mania, that they rush to and fro with the most amazing speed, that their nails grow to a
p. 164
terrible length like the talons of a bird of prey whilst their hands become as crooked claws. If they meet any person on the highway they seize him and put the question: ""Tow or lead?"" If he answer: ""Tow"" he may escape unharmed, but if he be inadvertent enough to reply: ""Lead,"" they grip him with terrible force, mangle him with their talons and often tear him to pieces, devouring him wholemeal. During the seventeenth century this belief so strongly prevailed that the most cruel precautions were taken in the case of children who might be suspected to be liable to become Callicantzari, since the soles of their feet were exposed to a fire until the nails were singed and so their claws clipped, and even to-day in parts of Greece these practices prevail in a highly modified form, for among the Ægean islanders it is said that the small Callicantzari are particularly prone to attack and devour their own brothers and sisters, which is another strong link with the tradition of the vampire who, as we have noted before, seeks the destruction of his own kin.
It is difficult to convey any idea of the popular notions concerning the appearance of a Callicantzaros, as almost every local account differs from others in almost every particular. For the most part they are considered to be very gaunt and of enormous strength. On the other hand there are some who are dwarfed and stunted. The larger variety generally appear as ineffably hideous monsters with black distorted faces, eyes glaring red like fire, huge ears such as those of a donkey, great gaping mouths furnished with a slobbering scarlet tongue and sharp gleaming teeth, from which streams their fetid breath in horrid gusts. Again the pigmy Callicantzaros may appear in the shape of a child, but in this case it is usually deformed in some grotesque and painful manner. On the other hand they are sometimes harmless hobgoblins, full of mischief maybe, but objects of laughter rather than fear, though they may play many a naughty and tiresome trick not unlike the kobold and the leprechaun. A hundred tales are told of their pranks, but it is the more gruesome and the fiercer monsters with whom we are mainly concerned since it is from their ranks that the vampire is recruited, for most of them become vampires after death (a fact which seems to point to their human origin), and not infrequently they are supposed to indulge their vampirish
p. 165
fancies during life. It will be noticed that in the various accounts of the Callicantzari there exist many contradictions, and we must bear in mind that such diversities are often due to the original conception of these creatures, whether they are regarded as demons or monsters who are suffered to plague the countryside for a certain number of days during the Christmas season, or whether they are regarded as human beings afflicted with a terrible curse, the victims of a most horrible possession, doomed never to rest not even in the grave.
Near akin to the latter conception is the werewolf, who may be regarded as a man or woman, who either of his or her own will through black magic is able to change into the form of a wolf, or who in classical times was believed to be so changed owing to the vengeance of the gods; and in later days was believed to be so changed owing to the enchantment of a witch or some manner of diabolic possession. Moreover, a werewolf may be a person who without any actual metamorphosis is obsessed with all the savage passions and ferocity of a wolf, so that he will attack human beings in the same way as the actual wild animal.
It may be asked, is it possible that a person should be so transformed? Henry Kramer and James Sprenger, the learned authors of the supremely authoritative Malleus Maleficarum, in discussing the question distinctly answer ""No, it is not possible."" They allow that by horrid charms and spells a certain subjective delusion or glamour may be caused, so that by the evil art of a sorcerer a man may appear to himself and to all others who gaze upon him to be a wolf, or indeed another kind of animal, but there cannot be any actual physical change of a man into an animal. This glamour or ocular illusion is sometimes known as ""sight-shifting,"" a convenient correlative to the accepted term ""shape-shifting"" which is conceived of as an objective fact. Moreover, in his De Ciuitate Dei, XVIII, 18, S. Augustine says: ""Nor can the devils create anything (whatever shows of theirs produce these doubts) but only cast a changed shape over that which God has made, altering only in show. Nor do I think the devil can form any soul or body into bestial or brutal members, and essences; but they have an unspeakable way of transporting man's phantasy in a bodily shape, unto other senses (this though it be not corporal, yet seems to carry itself in corporal
p. 166
forms through all these things) while the bodies of the men thus affected lie in another place, being alive, but yet in an ecstasy far more deep than any sleep. Now this phantasy may appear unto other senses in a bodily shape, and a man may seem to himself to be such an one as he often thinks himself to be in his dream, and to bear burdens, which if they be true burdens indeed, the devils bear them, to delude men's eyes with the appearance of true burdens, and false shapes."" We must bear in mind that these explanations come from the highest authority, one of the greatest Doctors of the Church, and will, I think, very fairly cover most of the cases of the werewolf.
In early days it was recognized that a werewolf might be a person who was afflicted with a horrible mania, and Marcellus Sidetes, who lived in the reigns of Hadrian and Antoninus Pius, circa A.D. 117-161, wrote Περὶ λυκανθρώπου, a long medical poem in Greek hexameter verse, consisting of forty-two books, of which only a couple of fragments remain. He says that Lycanthropy is a disease, a kind of insanity or mania when the patient was afflicted with hideous appetites, the ferocity, and other qualities of a wolf. He further tells us that men are attacked with this madness chiefly in the beginning of the year, and become most furious in February; retiring for the night to lone cemeteries and living precisely in the manner of ravening wolves.
Under Lycanthropia, Burton notes as follows: ""Lycanthropia, which Avicenna calls Cucubuth, others Lupinam Insaniam, or Wolf-Madness, when men run howling about graves and fields in the night, and will not be persuaded but that they are wolves, or some such beasts. Aetius (Lib. 6, cap. 11) and Paulus (Lib. 3, cap. 16) call it a kind of melancholy; but I should rather refer it to madness, as most do. Some make a doubt of it whether there be any such disease. Donat ab Altomari (Cap. 9, Art med.) saith, that he saw two of them in his time: Wierus (De praestig. Daemonum, 1, 3, cap. 21) tells a story of such a one at Padua, 1541, that would not believe to the contrary, but that he was a wolf.
He hath another instance of a Spaniard, who thought himself a bear; Forrestus (Obseruat. lib. 10, de morbis cerebri, cap. 15) confirms as much by many examples; one amongst the rest of which he was an eye-witness, at Alcmaer, in Holland, a poor
p. 167
husbandman that still hunted about graves, and kept in churchyards, of a pale, black, ugly, and fearful look . . . this malady, saith Avicenna, troubleth men most in February, and is now-a-days frequent in Bohemia and Hungary, according to Heurnius (Cap. de Man.). Schernitzius will have it common in Livonia. They lie hid most part all day, and go abroad in the night, barking, howling, at graves and deserts; they have usually hollow eyes, scabbed legs and thighs, very dry and pale (Ulcerata crura, sitis ipsis adest immodica, pallidi, lingua sicca) saith Altomarus (Cap. 9, Art. Hydrophobia); he gives a reason there of all the symptoms, and sets down a brief cure of them."" It is remarkable that most of these features are found in the vampire, especially the unquenchable thirst, ""sitis immodica"" which is emphasized by the famous physician Antonio Donato Altomari, who was one of the most learned authorities of his day. It is also remarkable that the malady is reported as being very prevalent in Bohemia, Hungary, and Livonia, countries in which the vampire is most frequently found. There is in fact a very close connexion between the werewolf and the vampire, and the lycanthropist is liable to become a vampire when he dies.
In parts of Greece, particularly in Elis, it is said that even those who eat the flesh of a sheep that has been killed by a wolf are apt to become vampires after their death, and this serves to show how powerful the pollution of the werewolf was supposed to be. In Norse saga, Ingiald, the son of King Aunund, was timid whilst a boy, but after eating the heart of a wolf he gained strength and courage and became the boldest of heroes. It might be thought that so far from inspiring a person with a thirst for blood the flesh of a sheep would homœopathically infuse qualities of gentleness, and indeed the Abipones of Paraguay were most careful to avoid mutton lest it should make them slack and fearful in the fight. But in this instance it will be seen that the characteristics of a sheep have been absorbed, so to speak, and infected by the ferocity of the wolf. Curiously enough in Uganda the Baganda greatly fear the ghosts of sheep, which they believe would return and kill a man if they saw him give them the fatal blow. Hence when a sheep is to be killed one man occupies its attention in some way and another, whose presence the animal must not suspect, swiftly slaughters it before
p. 168
a glimpse of him can be caught. In this way the sheep is tricked because the ghost does not know whom to haunt and punish for its death. Moreover, sheep give health and protection to cattle, and a ram is almost invariably sent into the pastures with a herd of cows. Should a sheep die in a house nobody must dare openly to mention the fact, which may only be alluded to in the most covert and circumlocutionary phrase, for were anyone to say, ""the sheep is dead,"" its ghost sorely angered would assuredly afflict the unlucky speaker with some disease and possibly even kill him outright. It is worth noting that among the ancient Greeks it was thought that any garment made from the fleece of a sheep which had been worried or torn by a wolf would have a bad effect upon the wearer and set up some roseola and an intense irritation of the skin. It is certainly curious to note the whole mass of tradition which, as it would seem, the wide world over is connected with the sheep, and in particular when this animal has been attacked or slain by a wolf.
Even as some kind of vampirish infection was held to proceed from the wolf, the vampire himself will even more strongly convey this taint, and therefore, unless the most drastic and immediate remedies are applied, a person who is attacked by a vampire and whose blood has been sucked will become a vampire in turn imbued with a craving to pass on the horrible pollution. This is perhaps, and with good reason, the most dreaded quality of the vampire, and examples thereof occur again and again in legend and history.
It is far more curious that it should be thought that those over whose dead bodies a cat or any other animal has passed should become vampires. This belief widely exists amongst Slavonic peoples, and is to be found in some parts of Greece. It also prevails in China where a cat is never allowed to enter a room with a corpse for the body still contains the Kuei, the lower or inferior soul of Yin original, and by leaping over it the cat will impart something of its original savage or tigerish nature and the dead man may become a vampire. It should be explained that it is a common belief among the Chinese that there are two ""souls""; the higher soul which after death seeks the divine life, the heavenly source of its being; and the lower soul, which is gross, returning to the
p. 169
earth and dwelling in the grave until the complete dissolution of the corpse.
It is believed among Slavonic nations, as it was firmly believed throughout England and in many districts of France, that witches turn themselves into cats, and among the Oraons (or Uraons) a primitive hill tribe of Bengal, we have a vampire cat who is a Chordewa, a witch who is able to change her soul into a black cat and who then visits and frequents the houses where there are sick and dying people. Such a cat has a peculiar way of mewing quite differently from the noise of other cats, and is easily recognized. It steals quietly into a house almost like a shadow leaps lightly on the bed, eats of the food that has been prepared for the sick man and gently licks his lips. When it is able to accomplish this latter the invalid has no chance of recovering, in which connexion we must remember, as has been remarked before, that the soul is supposed to take its departure from the mouth of a dying person. Even if this cat be seen it is extraordinarily difficult to catch it, since it has a supernatural activity and will fight and scratch with the malice of a demon. However, they say that persons have sometimes succeeded, and then the woman out of whom the cat (her soul) has come remains insensible, in a state of coma as deep as death, until the cat re-enters her body. Any wound inflicted upon the cat is produced upon her. For example if they cut it, or break a leg, or destroy its sight, the woman will simultaneously suffer the same mutilation. So great a horror had the Oraons of these witches that formerly they used to burn any person that was suspected to be a Chordewa.
It is a circumstance of very frequent occurrence in the witch trials of all countries that a witch who has appeared in the likeness of a cat, a hare, or any other animal and has met with an accident or been mutilated under that form is found to be marked with the same wound or to be suffering from the same harm in her human shape when this is resumed.
It is not difficult then to see why, if some animal of ill-omen,--and the cat seems to be particularly unfortunate,--leaps over a corpse, the dead person should be considered in danger of becoming a vampire. In Greece, particularly in Macedonia, the most pious care is taken to prevent any such calamity. The body is watched all night long by relatives and friends,
p. 170
and this is deemed a work of true charity by which they acquire great merit, it brings a blessing upon their own souls (ψυκικό), if, in spite of all their care some cat does jump across the body, the dead man must be pierced through with two long ""sack-needles"" (σακκορράφαισ), in order to secure his rest and to guard against his return. It is well to scatter mustard seed on the roof and on the threshold, and the wise man will barricade his door with brambles and thorns. Should the vampire return he cannot fail to occupy himself with counting the seeds, and it will be dawn, when he must return to his grave, long before he completes the tale. Should he endeavour to pass through the bushes he will inevitably be caught and held fast by the briars. Ralston tells us that the Serbs and the Bulgarians keep this vigil even more carefully than the Greeks. ""In some places the jumping of a boy over the corpse is considered as fatal as that of a cat. The flight of a bird above the body may also be attended by the same terrible results; and so may--in the Ukraine--the mere breath of the wind from the Steppe."" What is extremely curious is that this tradition still lingers in the north of England, and if a cat or dog pass over a corpse the animal must be killed at once. The reason for this has been entirely forgotten, but the survival is very remarkable as showing that once there existed a dread of vampires in England which to-day is entirely forgotten. Thomas Pennant says that in Scotland: ""No dog or cat must be allowed to leap over the corpse or enter the room. It is reckoned so ominous, their doing so that the poor animal is killed without mercy."" It is even still the custom that all animals shall be shut up till the funeral procession has left. It is believed that a cat will not remain in the house with an unburied corpse; and rooks (we know) will abandon the place till after the funeral, if the rookery be near the mansion. The explanation given by John Jamieson that if a cat has leapt over a corpse the first person on to whose lap he may afterwards jump, or who may take him up in his arms, is stricken with blindness would seem to be a later invention, a reason made up to explain the ill-omen, when the vampire tradition had disappeared, and so the real reason had been entirely forgotten.
Having investigated the various reasons why any person
p. 171
should become a vampire, and discussed the fatal accident which may bring about this terrible doom various points present themselves which invite some inquiry. Although the belief varies in different parts of the world, and it is generally understood that vampires only operate by night, as King David says: ""Non timebis a timore nocturno"" (Thou shalt not be afraid of the terror of the night), yet it is also supposed that under certain conditions vampires may wander abroad during the day, and that the vampire truly is daemonium meridianum (the noonday devil)."" Therefore we may ask by what signs, if any, is a vampire to be recognized. Again, how does a vampire leave his grave? For we must remember that the vampire is tangible, and can make his presence felt in a very unmistakable and terrible manner. This difficulty has been very clearly stated by Dom Calmet who writes as follows: ""How can a corpse which is covered with four or five feet of earth, which has no room even to move or to stretch a limb, which is wrapped in linen cerements, enclosed in a coffin of wood, how can it, I say, seek the upper air and return to the world walking upon the earth so as to cause those extraordinary effects which are attributed to it? And after all that how can it go back again into the grave, when it will be found fresh, incorrupt, full of blood exactly like a living body? Can it be maintained that these corpses pass through the earth without disturbing it, just as water and the damps which penetrate the soil or which exhale therefrom without perceptibly dividing or cleaving the ground? It were indeed to be wished that in the histories of the Return of Vampires which have been related, a certain amount of attention had been given to this point, and that the difficulty had been something elucidated.
""Let us suppose that these corpses do not actually stir from their tombs, that only the ghosts or spirits appear to the living, wherefor do these Phantoms present themselves and what is it that energizes them? Is it actually the soul of the dead man which has not yet departed to its final destination, or is it a demon who causes them to be seen in an assumed and phantastical body? And if there bodies are spectral, how do they suck the blood of the living? We are enmeshed in a sad dilemma when we ask if these apparitions are natural or miraculous.
p. 172
""A priest, who is recognized as possessing intellectual qualities far beyond the ordinary, told me that some little time since when he was travelling in Moravia, Mgr. Jeanin, a Canon of the, Cathedral of Olmutz, asked for his company to a village named Liebava, which the good canon was officially about to visit as Commissary of the Episcopal Court to investigate the well-authenticated reports concerning a Vampire who had recently caused much trouble and disorder in the village Liebava.
""They journeyed thither; witnesses were cited and heard; the ordinary canonical procedure was observed in every detail. The witnesses gave evidence that a certain well-known citizen who had formerly resided at Liebava after his death had sorely tormented the whole district, inasmuch as for a space of three or four years he had issued forth from the cemetery and had entered several houses. It was true these visitations were now ceased, because a certain Hungarian who passed through the village at the time when the terror was at its height avowed that he could cope with the evil and lay the Vampire to rest. In order to fulfil his promise he mounted the clock-tower of the church, and watched for the moment when the vampire came out of his grave, leaving behind him in the tomb his shroud and cerements, before he made his way to the village to plague and terrify the inhabitants.
""When the Hungarian from his coin of vantage had seen the Vampire depart on his prowl, he promptly descended from the tower possessed himself of the shroud and linen carrying them off with him back to the belfry. The Vampire in due course returned and not finding his sere-clothes cried out mightily against the thief, who from the top of the belfry was making signs to him that he should climb and recover his winding-sheet if be wished to get it back again. The Vampire, accordingly, began to clamber up the steep stair which led to the summit of the tower, but the Hungarian suddenly gave him such a blow that he fell from top to bottom. Thereupon they were able to strike off his head with the sharp edge of a sexton's spade, and that made an end of the whole business.
""The priest who related this history to me, himself saw nothing of these happenings, neither was anything witnessed
p. 173
by the Right Reverend Canon who was acting as Episcopal Commissioner. They only received the reports of the peasants of that district, a folk who were very ignorant, very credulous, very superstitious, and brimful of all kinds of wonderful stories concerning the aforesaid Vampire.
""For my part I think the whole history vain and utterly without foundation, and the more absurd and contradictory are the various tales which were told, the more strongly am I confirmed in the opinion which I have formed.
""Supposing, indeed, there were any truth in the accounts of these appearances of Vampires, are they to be attributed to the power of God, to the Angels, to the souls of those who return in this way, or to the Devil? If we adopt the last hypothesis it follows that the Devil can endue these corpses with subtilty and bestow upon them the power of passing through the earth without any disturbances of the ground, of gliding through the cracks and joints of a door, of slipping through a keyhole, of increasing, of diminishing, of becoming rarified as air or water to penetrate the earth; in fine of enjoying the same properties as we believe will be possessed by the Blessed after the Resurrection, and which distinguished the human Body of our Lord after the first Easter Day, inasmuch as He appeared to those to whom He would show Himself for 'Jesus cometh, the doors bein shut, and stood in the midst, and said: Peace be to you,' Jesus uenit ianuis clausis, S. John, xx, 26.
""Yet even if it be allowed that the Devil can re-energize dead bodies and give them movement for a certain time can he also bestow these powers of increasing, diminishing, becoming rarified, and so subtle that they can penetrate the earth, doors, windows? We are not told that God allows him the exercise of any such power, and it is hard to believe that a material body, gross and substantial can be endowed with this subtility and spirituality without some destruction or alteration of the general structure and without damage to the configuration of the body. But this would not be in accord with the intention of the Devil, for such a change would prevent this body from appearing, from manifesting itself, from motion and speech, ay, indeed from being eventually cut to pieces and burned as so often happens in the case of Vampires in Moravia, Poland, and Silesia.""
p. 174
These difficulties which Dom Calmet with little perception has raised can be very briefly answered, and they are not only superficial, but also smack of heterodoxy. In the first place, the story that he tells is far from satisfactory, and even if it were--what it may be--much exaggerated one can hardly brush aside the vast vampire tradition because one instance proves to be overdrawn. In any case the business of the watcher from the belfry and the demand that the Vampire should regain his shroud by climbing the stairs to the top of the tower do not bear the mark of truth, but what is certainly significant is that the Vampire was decapitated and that then the hauntings ceased. I conceive that the story of the cerements is mere elaboration, but that the grave of the Vampire was traced, opened, and that his head was severed from his body. This eliminates some highly charged details whilst it does not touch the facts of the case. So we see that the story when divested of these trappings offers nothing impossible, that is to say nothing extraordinary or unusual in such histories.
Dom Calmet asks are the appearances of Vampires to be attributed to God, or to the souls of those who return or to the Devil? I answer that for the hauntings of a Vampire, three things are necessary: the Vampire, the Devil, and the Permission of Almighty God. Just as we know, for we learn this from the Malleus Maleficarum, that there are three necessary concomitants of witchcraft, and these are the Devil, a Witch, and the Permission of Almighty God (Part 1). So are these three necessary concomitants of Vampirism. Whether it be the Demon who is energizing the corpse or whether it be the dead man himself who by some dispensation of Divine Providence has returned is a particular which must be decided severally for each case. So much then for Dom Calmet's question, to whom are the appearances of Vampires to be attributed.
Can the Devil endow a body with these qualities of subtilty, rarification, increase, and diminishing, so that it may pass through doors and windows? I answer that there is no doubt the Demon can do this, and to deny the proposition is hardly orthodox. For S. Thomas says of the devil that ""just as he can from the air compose a body of any form and shape, and assume it so as to appear in it visibly, so, in the same way,
p. 175
he can clothe any corporeal thing with any corporeal form, so as to appear therein."" Moreover almost any séance will be sufficient reply to Dom Calmet's question. In his Modern Spiritism (1904), Mr. T. Godfrey Raupert says: ""Photographs, or small drawing-room ornaments have thus been seen to change their places, and articles kept in a room other than that occupied by the sensitive, have been brought through closed doors and deposited at a spot previously indicated--in some instances placed into the hands of the person requesting the apport of the article. Many such remarkable instances of apport and of matter passing through matter have been observed under the strictest possible test conditions, and will be found recorded in the late Leipzig Professor Zoellner's deeply interesting work Transcendental Physics. The writer has himself observed one instance of this kind in a private house, and in circumstances entirely precluding the possibility of deception. There is, perhaps, no phenomenon which so distinctly exhibits the action of extraneous and independent intelligence as this one."" (pp. 35-36.) Matter, then, can pass through matter, and the séance answers Dom Calmet. We may, if we will, adopt the ectoplasmic theory to explain the mode whereby the Vampire issues from his grave, but although this is very probably true (in some instances at all events) it is not necessarily the only solution of the problem. According to Catholic theologians evil spirits, if permitted to materialize their invisible presence, to build up a tangible and active body, do not absolutely require the ectoplasm of some medium.
Not very dissimilar to the dilemma of Dom Calmet are the views hold by an eminent authority, Dr. Herbert Mayo, who was sometime Senior Surgeon of Middlesex Hospital, Professor of Anatomy and Physiology in King's College, Professor of Comparative Anatomy in the Royal College of Surgeons, London. In his well-known work, On the Truths contained in Popular Superstitions, he devotes his second Letter, or rather Chapter, to ""Vampyrism,"" concerning which he says ""The proper place of this subject falls in the midst of a philosophical disquisition,"" but he adds for the benefit of the inquirer that it is ""a point on which, in my time, school-boys much your juniors entertained decided opinions."" He continues to inform us that during the middle of the eighteenth
p. 176
century: ""Vampyrism spread like a pestilence through Servia and Wallachia, causing numerous deaths, and disturbing all the land with fear of the mysterious visitation, against which no one felt himself secure.
""Here is something like a good solid practical popular delusion. Do I believe it? To be sure I do. The facts are matter of history: the people died like rotten sheep; and the cause and method of their dying was, in their belief, what has just been stated. You suppose, then, they died frightened out of their lives, as men have died whose pardon has been proclaimed when their necks were already on the block, of the belief that they were going to die? Well, if that were all, the subject would still be worth examining. But there is more in it than that."" He then gives an account in very full detail of a Vampire at Belgrade in the year 1732, he describes the circumstances in which the body was disinterred, It leaned to one side, the skin was fresh and ruddy, the nails grown long and evilly crooked, the mouth slobbered with blood from its last night's repast. Accordingly a stake was driven through the chest of the Vampire who uttered a terrible screech whilst blood poured in quantities from the wound. Then it was burned to ashes. Moreover, a number of other persons throughout the district had been infected with vampirism. Of the facts there can be no question whatsoever. The documents are above suspicion, and in particular the most important of these which was signed by three regimental surgeons, and formally counter-signed by a lieutenant-colonel and sub-lieutenant. Even Dr. Mayo is obliged to allow: ""No doubt can be entertained of its authenticity, or of its general fidelity; the less that it does not stand alone, but is supported by a mass of evidence to the same effect. It appears to establish beyond question, that where the fear of Vampyrism prevails, and there occur several deaths, in the popular belief connected with it, the bodies, when disinterred weeks after burial, present the appearance of corpses from which life has only recently departed."" It is very instructive to note how the writer proceeds with the greatest subtility and no little cleverness to extract himself from logical consequences it might have seemed impossible to avoid, and how he explains an exceptional circumstance by circumstances which are far more
p. 177
amazing and difficult to believe. With the utmost suavity and breadth of mind he continues: ""What inference shall we draw from this fact?--that Vampyrism is true in the popular sense?--and that these fresh-looking and well-conditioned corpses had some mysterious source of preternatural nourishment? That would be to adopt, not to solve the superstition. Let us content ourselves with a notion not so monstrous, but still startling enough: that the bodies, which were found in the so-called Vampyr state, instead of being in a new or mystical condition, were simply alive in the common way or had been so for some time subsequently to their interment that, in short, they were the bodies of persons who had been buried alive, and whose life, where it yet lingered, was finally extinguished through the ignorance and barbarity of those who disinterred them. . . . We have thus succeeded in interpreting one of the unknown terms in the Vampyr-theorem. The suspicious character, who had some dark way of nourishing himself in the grave, turns out to be an unfortunate gentleman (or lady) whom his friends had buried under a mistake while he was still alive, and who, if they afterwards mercifully let him alone, died sooner or later either naturally or of the premature interment--in either case, it is to be hoped, with no interval of restored consciousness."" I submit that Dr. Mayo has not succeeded in solving any difficulty at all connected with vampirism. No doubt, as we have already considered in some detail, cases of premature burial, which were far more common than was generally supposed, would have helped to swell the tradition, but that they can have originated it is impossible, and it is absurd to put forward the terrible accident of premature burial as an explanation to cover all the facts. It is quite impossible that a person who had been interred when in a coma or trance should have survived in the grave.
Before we deal with the signs by which it is reputed a vampire may be recognized; the method in which a vampire presumably leaves his grave; and the way by which a vampire may be released or destroyed, we will briefly inquire into Dr. Mayo's explanation of the actual visit of the vampire to a victim and the subsequent consequences, the terrible anæmia and hæmoplegia which may result in death followed by the vampire infection. And here we find that Dr. Mayo
p. 178
quite honestly and frankly confesses that he is completely at a loss to give any solution of the difficulty. It is most instructive to read those inconclusive pleas which he is driven to put forward but which his own good sense cannot accept. He writes: ""The second element which we have yet to explain is the Vampyr visit and its consequences,--the lapse of the party visited into death-trance. There are two ways of dealing with this knot; one is to cut it, the other to untie it.
""It may be cut, by denying the supposed connexion between the Vampyr visit and the supervention of death-trance in the second party. Nor is the explanation thus obtained devoid of plausibility. There is no reason why death-trance should not, in certain persons and places, be epidemic. Then the persons most liable to it would be those of weak and irritable nervous systems. Again, a first effect of the epidemic might be further to shake the nerves of weaker subjects. These are exactly the persons who are likely to be infected with imaginary terrors, and to dream, or even to fancy, they have seen Mr. or Mrs. such a one, the last victim of the epidemic. The dream or impression upon the senses might again recur, and the sickening patient have already talked of it to his neighbours, before he himself was seized with death-trance. On this supposition the Vampyr visit would sink into the subordinate rank of a mere premonitory symptom.
""To myself, I must confess, this explanation, the best I am yet in a position to offer, appears barren and jejune; and not at all to do justice to the force and frequency, or, as tradition represents the matter, the universality of the Vampyr visit as a precursor of the victim's fate. Imagine how strong must have been the conviction of the reality of the apparition, how common a feature it must have been, to have led to the laying down of the unnatural and repulsive process customarily followed at the Vampyr's grave, as the regular and proper preventive of ulterior consequences."" Dr. Mayo proposes therefore ""to try and untie this knot"" a result which he singularly fails to achieve. He quite erroneously states ""in popular language, it was the ghost of the Vampyr that haunted its future victim."" This is exactly what the Vampire is not. As we have seen there is some divergence of view whether the Vampire is the actual person. energized with some horrible mystical life in death
p. 179
